record	quote	character	title	author	source_url	revision_id	retrieved_at
130	Few things leave a deeper mark on a reader than the first book that finds its way into his heart.		The Shadow of the Wind	Carlos Ruiz Zafón	https://en.wikiquote.org/w/index.php?title=Carlos_Ruiz_Zafón&oldid=3364149	3364149	2026-08-27T11:33:39+00:00
131	I am indeed but a wanderer, a pilgrim on earth. But are you anything more?		The Sorrows of Young Werther	Johann Wolfgang von Goethe	https://en.wikiquote.org/w/index.php?title=The_Sorrows_of_Young_Werther&oldid=3572996	3572996	2026-08-27T11:33:47+00:00
132	Silent white light filled the world. And the righteous and unrighteous alike were consumed in that holy fire.		The Stand	Stephen King	https://en.wikiquote.org/w/index.php?title=Stephen_King&oldid=3890651	3890651	2026-08-27T11:33:36+00:00
133	Real things in the darkness seem no realer than dreams.		The Tale of Genji	Murasaki Shikibu	https://en.wikiquote.org/w/index.php?title=Murasaki_Shikibu&oldid=3603307	3603307	2026-08-27T11:33:47+00:00
134	We are such stuff As dreams are made on; and our little life Is rounded with a sleep.		The Tempest	William Shakespeare	https://en.wikiquote.org/w/index.php?title=The_Tempest&oldid=3956657	3956657	2026-08-27T11:33:51+00:00
135	The Three Musketeers (2011 film), a 3D version of the film directed by Paul W.S.		The Three Musketeers	Alexandre Dumas	https://en.wikiquote.org/w/index.php?title=The_Three_Musketeers&oldid=3075145	3075145	2026-08-27T11:33:43+00:00
136	Strength is the outcome of need; security sets a premium on feebleness.		The Time Machine	H. G. Wells	https://en.wikiquote.org/w/index.php?title=The_Time_Machine&oldid=3778033	3778033	2026-08-27T11:34:13+00:00
137	The past is but the beginning of a beginning, and all that is or has been is but the twilight of the dawn.		The War of the Worlds	H. G. Wells	https://en.wikiquote.org/w/index.php?title=H._G._Wells&oldid=3929669	3929669	2026-08-27T11:34:13+00:00
138	There is nothing — absolutely nothing — half so much worth doing as simply messing about in boats.		The Wind in the Willows	Kenneth Grahame	https://en.wikiquote.org/w/index.php?title=The_Wind_in_the_Willows&oldid=3882081	3882081	2026-08-27T11:33:21+00:00
139	Until the lions have their own historians, the history of the hunt will always glorify the hunter.		Things Fall Apart	Chinua Achebe	https://en.wikiquote.org/w/index.php?title=Chinua_Achebe&oldid=3996243	3996243	2026-08-27T11:33:39+00:00
140	Why, sometimes I've believed as many as six impossible things before breakfast.		Through the Looking-Glass	Lewis Carroll	https://en.wikiquote.org/w/index.php?title=Through_the_Looking-Glass&oldid=3952626	3952626	2026-08-27T11:29:02+00:00
141	To Kill a Mockingbird (novel), the Pulitzer Prize-winning novel by Harper Lee.		To Kill a Mockingbird	Harper Lee	https://en.wikiquote.org/w/index.php?title=To_Kill_a_Mockingbird&oldid=2467222	2467222	2026-08-27T11:29:06+00:00
142	Fifteen men on the dead man's chest — Yo-ho-ho, and a bottle of rum!		Treasure Island	Robert Louis Stevenson	https://en.wikiquote.org/w/index.php?title=Robert_Louis_Stevenson&oldid=3973220	3973220	2026-08-27T11:33:21+00:00
143	Some are born great, some achieve greatness, and some have greatness thrust upon 'em.		Twelfth Night	William Shakespeare	https://en.wikiquote.org/w/index.php?title=Twelfth_Night&oldid=3447375	3447375	2026-08-27T11:33:51+00:00
144	History, Stephen said, is a nightmare from which I am trying to awake.		Ulysses	James Joyce	https://en.wikiquote.org/w/index.php?title=Ulysses_(novel)&oldid=3962898	3962898	2026-08-27T11:33:25+00:00
145	The world is a looking-glass, and gives back to every man the reflection of his own face.		Vanity Fair	William Makepeace Thackeray	https://en.wikiquote.org/w/index.php?title=Vanity_Fair_(novel)&oldid=3622218	3622218	2026-08-27T11:33:21+00:00
146	Ever tried. Ever failed. No matter. Try again. Fail again. Fail better.		Waiting for Godot	Samuel Beckett	https://en.wikiquote.org/w/index.php?title=Samuel_Beckett&oldid=3771549	3771549	2026-08-27T11:33:28+00:00
147	The mass of men lead lives of quiet desperation. What is called resignation is confirmed desperation.		Walden	Henry David Thoreau	https://en.wikiquote.org/w/index.php?title=Walden&oldid=3922179	3922179	2026-08-27T11:33:28+00:00
148	There never was a good war or a bad peace.		War and Peace	Leo Tolstoy	https://en.wikiquote.org/w/index.php?title=War_and_peace&oldid=3954217	3954217	2026-08-27T11:33:39+00:00
149	Happiness isn't always the best way to be happy.		Where the Wild Things Are	Maurice Sendak	https://en.wikiquote.org/w/index.php?title=Where_the_Wild_Things_Are&oldid=3984389	3984389	2026-08-27T11:34:16+00:00
150	You can't stay in your corner of the forest waiting for others to come to you. You have to go to them sometimes.		Winnie-the-Pooh	A. A. Milne	https://en.wikiquote.org/w/index.php?title=A._A._Milne&oldid=3977428	3977428	2026-08-27T11:33:21+00:00
151	My love for Heathcliff resembles the eternal rocks beneath: a source of little visible delight, but necessary.		Wuthering Heights	Emily Brontë	https://en.wikiquote.org/w/index.php?title=Wuthering_Heights&oldid=3952637	3952637	2026-08-27T11:28:59+00:00
152	Every man has his folly, but the greatest folly of all ... is not to have one.		Zorba the Greek	Nikos Kazantzakis	https://en.wikiquote.org/w/index.php?title=Zorba_the_Greek&oldid=3915212	3915212	2026-08-27T11:33:51+00:00
153	Remember, Hope is a good thing, maybe the best of things, and no good thing ever dies.		11/22/63	Stephen King	https://en.wikiquote.org/w/index.php?title=Stephen_King&oldid=3890651	3890651	2026-08-27T11:33:36+00:00
154	"If they would rather die," said Scrooge, "they had better do it, and decrease the surplus population."		A Christmas Carol	Charles Dickens	https://en.wikiquote.org/w/index.php?title=A_Christmas_Carol&oldid=3976403	3976403	2026-08-27T11:33:17+00:00
155	When Fortuna spins you downward, go out to a movie and get more out of life.		A Confederacy of Dunces	John Kennedy Toole	https://en.wikiquote.org/w/index.php?title=John_Kennedy_Toole&oldid=3965377	3965377	2026-08-27T11:34:13+00:00
156	Only connect the prose and the passion, and both will be exalted, and human love will be seen at its height.		A Passage to India	E. M. Forster	https://en.wikiquote.org/w/index.php?title=E._M._Forster&oldid=3947410	3947410	2026-08-27T11:33:17+00:00
157	Ireland is the old sow that eats her farrow.		A Portrait of the Artist as a Young Man	James Joyce	https://en.wikiquote.org/w/index.php?title=A_Portrait_of_the_Artist_as_a_Young_Man&oldid=3588414	3588414	2026-08-27T11:33:25+00:00
158	Physical beauty is passing - a transitory possession.		A Streetcar Named Desire	Tennessee Williams	https://en.wikiquote.org/w/index.php?title=A_Streetcar_Named_Desire_(1951_film)&oldid=3718334	3718334	2026-08-27T11:34:09+00:00
159	Is it not love that knows how to make smooth things rough and rough things smooth?		A Suitable Boy	Vikram Seth	https://en.wikiquote.org/w/index.php?title=Vikram_Seth&oldid=3851083	3851083	2026-08-27T11:33:51+00:00
160	Maybe you have to know darkness before you can appreciate the light.		A Wrinkle in Time	Madeleine L'Engle	https://en.wikiquote.org/w/index.php?title=Madeleine_L'Engle&oldid=3932636	3932636	2026-08-27T11:34:16+00:00
161	If you drink much from a bottle marked 'poison' it is almost certain to disagree with you, sooner or later.		Alice's Adventures in Wonderland	Lewis Carroll	https://en.wikiquote.org/w/index.php?title=Alice's_Adventures_in_Wonderland&oldid=3952630	3952630	2026-08-27T11:33:21+00:00
162	If Hell is other people, thought Shadow, then Purgatory is airports.		American Gods	Neil Gaiman	https://en.wikiquote.org/w/index.php?title=American_Gods&oldid=3915400	3915400	2026-08-27T11:33:25+00:00
163	Culture does not make people, people make culture.		Americanah	Chimamanda Ngozi Adichie	https://en.wikiquote.org/w/index.php?title=Chimamanda_Ngozi_Adichie&oldid=3978725	3978725	2026-08-27T11:33:39+00:00
164	Man is the only creature that consumes without producing.		Animal Farm	George Orwell	https://en.wikiquote.org/w/index.php?title=Animal_Farm&oldid=3952611	3952611	2026-08-27T11:28:56+00:00
165	If goodness has causes, it is not goodness; if it has effects, a reward, it is not goodness either.		Anna Karenina	Leo Tolstoy	https://en.wikiquote.org/w/index.php?title=Anna_Karenina&oldid=3952640	3952640	2026-08-27T11:33:39+00:00
166	It would be terrible if we just skipped from September to November, wouldn't it?		Anne of Green Gables	L. M. Montgomery	https://en.wikiquote.org/w/index.php?title=Anne_of_Green_Gables&oldid=3952638	3952638	2026-08-27T11:33:36+00:00
167	Poets are like proverbs: you can always find one to contradict another.		Around the World in Eighty Days	Jules Verne	https://en.wikiquote.org/w/index.php?title=Jules_Verne&oldid=3703573	3703573	2026-08-27T11:33:43+00:00
168	Better is it for each one of us that he should avenge his friend, than greatly mourn.		Beowulf	Anonymous	https://en.wikiquote.org/w/index.php?title=Beowulf&oldid=3924672	3924672	2026-08-27T11:34:09+00:00
169	You can find meanness in the least of creatures, but when God made man the devil was at his elbow.		Blood Meridian	Cormac McCarthy	https://en.wikiquote.org/w/index.php?title=Blood_Meridian&oldid=3965838	3965838	2026-08-27T11:33:32+00:00
170	Sixty-two thousand four hundred repetitions make one truth.		Brave New World	Aldous Huxley	https://en.wikiquote.org/w/index.php?title=Brave_New_World&oldid=3915179	3915179	2026-08-27T11:28:57+00:00
171	My theme is memory, that winged host that soared about me one grey morning of war-time.		Brideshead Revisited	Evelyn Waugh	https://en.wikiquote.org/w/index.php?title=Evelyn_Waugh&oldid=3912500	3912500	2026-08-27T11:33:17+00:00
172	If this is the best of all possible worlds, what are the others?		Candide	Voltaire	https://en.wikiquote.org/w/index.php?title=Candide&oldid=3611571	3611571	2026-08-27T11:33:43+00:00
173	All of the true things that I am about to tell you are shameless lies.		Cat's Cradle	Kurt Vonnegut	https://en.wikiquote.org/w/index.php?title=Cat's_Cradle&oldid=3948378	3948378	2026-08-27T11:33:32+00:00
174	It was love at first sight. The first time Yossarian saw the chaplain, he fell madly in love with him.		Catch-22	Joseph Heller	https://en.wikiquote.org/w/index.php?title=Catch-22&oldid=3791053	3791053	2026-08-27T11:33:32+00:00
175	Dear visitors, it is my great pleasure to welcome you to my humble factory.		Charlie and the Chocolate Factory	Roald Dahl	https://en.wikiquote.org/w/index.php?title=Charlie_and_the_Chocolate_Factory_(film)&oldid=3990990	3990990	2026-08-27T11:29:03+00:00
176	People believe almost anything they see in print.		Charlotte's Web	E. B. White	https://en.wikiquote.org/w/index.php?title=Charlotte's_Web_(book)&oldid=2584031	2584031	2026-08-27T11:34:16+00:00
177	Truth is singular. Its 'versions' are mistruths.		Cloud Atlas	David Mitchell	https://en.wikiquote.org/w/index.php?title=Cloud_Atlas_(novel)&oldid=3941785	3941785	2026-08-27T11:33:21+00:00
178	They say even the proudest spirit can be broken, with love.		Coraline	Neil Gaiman	https://en.wikiquote.org/w/index.php?title=Coraline_(film)&oldid=3926212	3926212	2026-08-27T11:29:04+00:00
179	You never reach any truth without making fourteen mistakes and very likely a hundred and fourteen.		Crime and Punishment	Fyodor Dostoevsky	https://en.wikiquote.org/w/index.php?title=Crime_and_Punishment&oldid=3952642	3952642	2026-08-27T11:33:39+00:00
180	Oh troika, winged troika, tell me who invented you?		Dead Souls	Nikolai Gogol	https://en.wikiquote.org/w/index.php?title=Nikolai_Gogol&oldid=3929350	3929350	2026-08-27T11:33:43+00:00
181	A salesman is got to dream, boy. It comes with the territory.		Death of a Salesman	Arthur Miller	https://en.wikiquote.org/w/index.php?title=Arthur_Miller&oldid=3890238	3890238	2026-08-27T11:34:09+00:00
182	Disgrace is immortal, and living even when one thinks it dead.		Disgrace	J. M. Coetzee	https://en.wikiquote.org/w/index.php?title=Disgrace&oldid=2655455	2655455	2026-08-27T11:33:39+00:00
183	It is sometimes an appropriate response to reality to go insane.		Do Androids Dream of Electric Sheep?	Philip K. Dick	https://en.wikiquote.org/w/index.php?title=Philip_K._Dick&oldid=3992844	3992844	2026-08-27T11:33:36+00:00
184	Take care, Your Worship, those things over there are not giants but windmills.		Don Quixote	Miguel de Cervantes	https://en.wikiquote.org/w/index.php?title=Miguel_de_Cervantes&oldid=3976497	3976497	2026-08-27T11:33:39+00:00
185	Nosferatu, a 1922 German silent film loosely based on Stoker's novel, directed by F.		Dracula	Bram Stoker	https://en.wikiquote.org/w/index.php?title=Dracula&oldid=3530129	3530129	2026-08-27T11:33:17+00:00
186	The mystery of life isn't a problem to solve, but a reality to experience.		Dune	Frank Herbert	https://en.wikiquote.org/w/index.php?title=Dune&oldid=3914593	3914593	2026-08-27T11:33:32+00:00
187	This I believe: that the free, exploring mind of the individual human is the most valuable thing in the world.		East of Eden	John Steinbeck	https://en.wikiquote.org/w/index.php?title=East_of_Eden_(novel)&oldid=3898220	3898220	2026-08-27T11:33:28+00:00
188	Better be without sense, than misapply it as you do.		Emma	Jane Austen	https://en.wikiquote.org/w/index.php?title=Emma_(novel)&oldid=3952621	3952621	2026-08-27T11:28:58+00:00
189	No one but the enemy will tell you what the enemy is going to do.		Ender's Game	Orson Scott Card	https://en.wikiquote.org/w/index.php?title=Ender's_Game&oldid=3881768	3881768	2026-08-27T11:33:36+00:00
190	If you don't want a man unhappy politically, don't give him two sides to a question to worry him; give him one.		Fahrenheit 451	Ray Bradbury	https://en.wikiquote.org/w/index.php?title=Fahrenheit_451&oldid=3940352	3940352	2026-08-27T11:33:28+00:00
191	This is your life, and it's ending one minute at a time.		Fight Club	Chuck Palahniuk	https://en.wikiquote.org/w/index.php?title=Fight_Club_(novel)&oldid=3737377	3737377	2026-08-27T11:33:36+00:00
192	Southerners can never resist a losing cause.		Gone with the Wind	Margaret Mitchell	https://en.wikiquote.org/w/index.php?title=Gone_with_the_Wind_(novel)&oldid=3336302	3336302	2026-08-27T11:34:09+00:00
193	A butterfly flaps its wings in the Amazonian jungle, and subsequently a storm ravages half of Europe.		Good Omens	Terry Pratchett and Neil Gaiman	https://en.wikiquote.org/w/index.php?title=Good_Omens&oldid=3887523	3887523	2026-08-27T11:33:25+00:00
194	For a man may be allowed to keep poisons in his closet, but not to vend them about for cordials.		Gulliver's Travels	Jonathan Swift	https://en.wikiquote.org/w/index.php?title=Gulliver's_Travels&oldid=3942835	3942835	2026-08-27T11:33:21+00:00
195	You must never behave as if your life belongs to a man.		Half of a Yellow Sun	Chimamanda Ngozi Adichie	https://en.wikiquote.org/w/index.php?title=Half_of_a_Yellow_Sun&oldid=3553033	3553033	2026-08-27T11:33:39+00:00
196	It takes a great deal of bravery to stand up to our enemies, but just as much to stand up to our friends.		Harry Potter and the Philosopher's Stone	J. K. Rowling	https://en.wikiquote.org/w/index.php?title=Harry_Potter_and_the_Philosopher's_Stone&oldid=3717956	3717956	2026-08-27T11:33:25+00:00
197	You think the dead we loved ever truly leave us?		Harry Potter and the Prisoner of Azkaban	J. K. Rowling	https://en.wikiquote.org/w/index.php?title=Harry_Potter_and_the_Prisoner_of_Azkaban&oldid=3887534	3887534	2026-08-27T11:33:25+00:00
198	The mind of man is capable of anything — because everything is in it, all the past as well as all the future.		Heart of Darkness	Joseph Conrad	https://en.wikiquote.org/w/index.php?title=Heart_of_Darkness&oldid=3987647	3987647	2026-08-27T11:33:17+00:00
199	You cannot change what you are, only what you do.		His Dark Materials	Philip Pullman	https://en.wikiquote.org/w/index.php?title=Philip_Pullman&oldid=3980081	3980081	2026-08-27T11:33:25+00:00
200	To protect Humanity, some humans must be sacrificed.		I, Robot	Isaac Asimov	https://en.wikiquote.org/w/index.php?title=I,_Robot_(film)&oldid=3959505	3959505	2026-08-27T11:33:32+00:00
201	Those who deny Auschwitz would be ready to remake it.		If This Is a Man	Primo Levi	https://en.wikiquote.org/w/index.php?title=Primo_Levi&oldid=3907842	3907842	2026-08-27T11:33:47+00:00
202	I was looking for myself and asking everyone except myself questions which I, and only I, could answer.		Invisible Man	Ralph Ellison	https://en.wikiquote.org/w/index.php?title=Ralph_Ellison&oldid=3632470	3632470	2026-08-27T11:33:32+00:00
203	Do you think, because I am poor, obscure, plain, and little, I am soulless and heartless?		Jane Eyre	Charlotte Brontë	https://en.wikiquote.org/w/index.php?title=Charlotte_Brontë&oldid=3945880	3945880	2026-08-27T11:28:59+00:00
204	In everybody’s life there’s a point of no return.		Kafka on the Shore	Haruki Murakami	https://en.wikiquote.org/w/index.php?title=Kafka_on_the_Shore&oldid=3780267	3780267	2026-08-27T11:33:47+00:00
205	Nothing can happen more beautiful than death.		Leaves of Grass	Walt Whitman	https://en.wikiquote.org/w/index.php?title=Leaves_of_Grass&oldid=3985858	3985858	2026-08-27T11:34:09+00:00
206	To choose doubt as a philosophy of life is akin to choosing immobility as a means of transportation.		Life of Pi	Yann Martel	https://en.wikiquote.org/w/index.php?title=Yann_Martel&oldid=3915533	3915533	2026-08-27T11:33:36+00:00
207	"Christmas won't be Christmas without any presents," grumbled Jo, lying on the rug.		Little Women	Louisa May Alcott	https://en.wikiquote.org/w/index.php?title=Louisa_May_Alcott&oldid=3957259	3957259	2026-08-27T11:33:28+00:00
208	Lo-lee-ta: the tip of the tongue taking a trip of three steps down the palate to tap, at three, on the teeth.		Lolita	Vladimir Nabokov	https://en.wikiquote.org/w/index.php?title=Lolita&oldid=3952644	3952644	2026-08-27T11:33:32+00:00
209	They wanted facts. Facts! They demanded facts from him, as if facts could explain anything.		Lord Jim	Joseph Conrad	https://en.wikiquote.org/w/index.php?title=Lord_Jim&oldid=3547629	3547629	2026-08-27T11:33:17+00:00
210	If you're scared of someone you hate him but you can't stop thinking about him.		Lord of the Flies	William Golding	https://en.wikiquote.org/w/index.php?title=William_Golding&oldid=3915239	3915239	2026-08-27T11:33:17+00:00
211	A man knows when he is growing old because he begins to look like his father.		Love in the Time of Cholera	Gabriel García Márquez	https://en.wikiquote.org/w/index.php?title=Love_in_the_Time_of_Cholera&oldid=3685969	3685969	2026-08-27T11:33:39+00:00
212	She wanted to die. And she wanted to live in Paris.		Madame Bovary	Gustave Flaubert	https://en.wikiquote.org/w/index.php?title=Madame_Bovary&oldid=3922710	3922710	2026-08-27T11:33:43+00:00
213	He who can, does. He who cannot, teaches.		Man and Superman	George Bernard Shaw	https://en.wikiquote.org/w/index.php?title=Man_and_Superman&oldid=3721599	3721599	2026-08-27T11:34:09+00:00
214	Better sleep with a sober cannibal than a drunken Christian.		Moby-Dick	Herman Melville	https://en.wikiquote.org/w/index.php?title=Moby-Dick&oldid=3962897	3962897	2026-08-27T11:33:28+00:00
215	History has a habit of changing the people who think they are changing it.		Mort	Terry Pratchett	https://en.wikiquote.org/w/index.php?title=Mort&oldid=3551286	3551286	2026-08-27T11:33:25+00:00
216	Case fell into the prison of his own flesh.		Neuromancer	William Gibson	https://en.wikiquote.org/w/index.php?title=Sprawl_trilogy&oldid=3956712	3956712	2026-08-27T11:33:36+00:00
217	WAR IS PEACE, FREEDOM IS SLAVERY, IGNORANCE IS STRENGTH.		Nineteen Eighty-Four	George Orwell	https://en.wikiquote.org/w/index.php?title=Nineteen_Eighty-Four&oldid=3949875	3949875	2026-08-27T11:28:56+00:00
218	It’s so much darker when a light goes out than it would have been if it had never shone.		Of Mice and Men	John Steinbeck	https://en.wikiquote.org/w/index.php?title=John_Steinbeck&oldid=3964388	3964388	2026-08-27T11:33:28+00:00
219	Whither goest thou, America, in thy shiny car in the night?		On the Road	Jack Kerouac	https://en.wikiquote.org/w/index.php?title=On_the_Road&oldid=3915216	3915216	2026-08-27T11:33:32+00:00
220	Races condemned to one hundred years of solitude did not have a second opportunity on earth.		One Hundred Years of Solitude	Gabriel García Márquez	https://en.wikiquote.org/w/index.php?title=One_Hundred_Years_of_Solitude&oldid=3863702	3863702	2026-08-27T11:33:39+00:00
221	My loathings are simple: stupidity, oppression, crime, cruelty, soft music.		Pale Fire	Vladimir Nabokov	https://en.wikiquote.org/w/index.php?title=Vladimir_Nabokov&oldid=3995255	3995255	2026-08-27T11:33:32+00:00
222	Better to reign in Hell, than serve in Heaven.		Paradise Lost	John Milton	https://en.wikiquote.org/w/index.php?title=Paradise_Lost&oldid=3943843	3943843	2026-08-27T11:34:09+00:00
223	You see, the point is that the strongest man in the world is he who stands most alone.		Peer Gynt	Henrik Ibsen	https://en.wikiquote.org/w/index.php?title=Henrik_Ibsen&oldid=3682496	3682496	2026-08-27T11:34:09+00:00
224	To live would be an awfully big adventure!		Peter Pan	J. M. Barrie	https://en.wikiquote.org/w/index.php?title=Peter_Pan&oldid=3952628	3952628	2026-08-27T11:33:21+00:00
225	For what do we live, but to make sport for our neighbours, and laugh at them in our turn?		Pride and Prejudice	Jane Austen	https://en.wikiquote.org/w/index.php?title=Pride_and_Prejudice&oldid=3940795	3940795	2026-08-27T11:28:57+00:00
226	All our discontents about what we want appeared to me to spring from the want of thankfulness for what we have.		Robinson Crusoe	Daniel Defoe	https://en.wikiquote.org/w/index.php?title=Daniel_Defoe&oldid=3935737	3935737	2026-08-27T11:33:21+00:00
227	Shyness is only the effect of a sense of inferiority in some way or other.		Sense and Sensibility	Jane Austen	https://en.wikiquote.org/w/index.php?title=Sense_and_Sensibility&oldid=3952623	3952623	2026-08-27T11:28:58+00:00
228	Everything was beautiful, and nothing hurt.		Slaughterhouse-Five	Kurt Vonnegut	https://en.wikiquote.org/w/index.php?title=Slaughterhouse-Five&oldid=3732011	3732011	2026-08-27T11:33:32+00:00
229	Creators aren't gods. They make places, which is quite hard. It's men that make gods. This explains a lot.		Small Gods	Terry Pratchett	https://en.wikiquote.org/w/index.php?title=Discworld&oldid=3952185	3952185	2026-08-27T11:33:25+00:00
230	The franchise and the virus work on the same principle: what thrives in one place will thrive in another.		Snow Crash	Neal Stephenson	https://en.wikiquote.org/w/index.php?title=Snow_Crash&oldid=3499277	3499277	2026-08-27T11:33:36+00:00
231	Harry, the thinker, is a hundred years old, but Harry, the dancer, is scarcely half a day old.		Steppenwolf	Hermann Hesse	https://en.wikiquote.org/w/index.php?title=Steppenwolf&oldid=3665502	3665502	2026-08-27T11:33:47+00:00
232	A prude is a person who thinks that his own rules of propriety are natural laws.		Stranger in a Strange Land	Robert A. Heinlein	https://en.wikiquote.org/w/index.php?title=Stranger_in_a_Strange_Land&oldid=3831774	3831774	2026-08-27T11:33:32+00:00
233	The sage wears coarse clothing over his shoulders, but carries jade within his bosom.		Tao Te Ching	Laozi	https://en.wikiquote.org/w/index.php?title=Tao_Te_Ching&oldid=3865813	3865813	2026-08-27T11:33:51+00:00
234	Sometimes it is harder to deprive oneself of a pain than of a pleasure.		Tender Is the Night	F. Scott Fitzgerald	https://en.wikiquote.org/w/index.php?title=Tender_is_the_Night&oldid=3923992	3923992	2026-08-27T11:33:28+00:00
235	If you tell the truth you don't have to remember anything.		The Adventures of Huckleberry Finn	Mark Twain	https://en.wikiquote.org/w/index.php?title=Mark_Twain&oldid=3992852	3992852	2026-08-27T11:33:28+00:00
236	To promise not to do a thing is the surest way in the world to make a body want to go and do that very thing.		The Adventures of Tom Sawyer	Mark Twain	https://en.wikiquote.org/w/index.php?title=The_Adventures_of_Tom_Sawyer&oldid=3941053	3941053	2026-08-27T11:33:28+00:00
237	Tell your heart that the fear of suffering is worse than the suffering itself.		The Alchemist	Paulo Coelho	https://en.wikiquote.org/w/index.php?title=The_Alchemist_(novel)&oldid=3940074	3940074	2026-08-27T11:33:51+00:00
238	Victorious warriors win first and then go to war, while defeated warriors go to war first and then seek to win.		The Art of War	Sun Tzu	https://en.wikiquote.org/w/index.php?title=Sun_Tzu&oldid=3950339	3950339	2026-08-27T11:33:51+00:00
239	I took a deep breath and listened to the old brag of my heart: I am, I am, I am.		The Bell Jar	Sylvia Plath	https://en.wikiquote.org/w/index.php?title=Sylvia_Plath&oldid=3943370	3943370	2026-08-27T11:33:32+00:00
240	I see their ugly and their beauty, and I wonder how the same thing can be both.		The Book Thief	Markus Zusak	https://en.wikiquote.org/w/index.php?title=The_Book_Thief&oldid=3132363	3132363	2026-08-27T11:33:36+00:00
241	The smyler with the knyf under the cloke.		The Canterbury Tales	Geoffrey Chaucer	https://en.wikiquote.org/w/index.php?title=The_Canterbury_Tales&oldid=3981531	3981531	2026-08-27T11:34:09+00:00
242	Anyway, I keep picturing all these little kids playing some game in this big field of rye and all.		The Catcher in the Rye	J. D. Salinger	https://en.wikiquote.org/w/index.php?title=The_Catcher_in_the_Rye&oldid=3643918	3643918	2026-08-27T11:33:28+00:00
243	There was once a boy named Eustace Clarence Scrubb, and he almost deserved it.		The Chronicles of Narnia	C. S. Lewis	https://en.wikiquote.org/w/index.php?title=The_Chronicles_of_Narnia&oldid=3625229	3625229	2026-08-27T11:33:25+00:00
244	He who has felt the deepest grief is best able to experience supreme happiness.		The Count of Monte Cristo	Alexandre Dumas	https://en.wikiquote.org/w/index.php?title=The_Count_of_Monte_Cristo&oldid=3941068	3941068	2026-08-27T11:33:43+00:00
245	How wonderful it is that no one has to wait, but can start right now to gradually change the world!		The Diary of a Young Girl	Anne Frank	https://en.wikiquote.org/w/index.php?title=Anne_Frank&oldid=3896685	3896685	2026-08-27T11:33:47+00:00
246	To make a thief, make an owner; to create crime, create laws.		The Dispossessed	Ursula K. Le Guin	https://en.wikiquote.org/w/index.php?title=Ursula_K._Le_Guin&oldid=3932563	3932563	2026-08-27T11:33:36+00:00
247	Nel mezzo del cammin di nostra vita,mi ritrovai per una selva oscura,ché la diritta via era smarrita.		The Divine Comedy	Dante Alighieri	https://en.wikiquote.org/w/index.php?title=Divine_Comedy&oldid=3961693	3961693	2026-08-27T11:33:47+00:00
248	New lovers are nervous and tender, but smash everything.		The English Patient	Michael Ondaatje	https://en.wikiquote.org/w/index.php?title=The_English_Patient&oldid=3893478	3893478	2026-08-27T11:33:39+00:00
249	That's a thing about pain. It demands to be felt.		The Fault in Our Stars	John Green	https://en.wikiquote.org/w/index.php?title=The_Fault_in_Our_Stars&oldid=3938198	3938198	2026-08-27T11:34:13+00:00
250	If everything's the same, then there aren't any choices! I want to wake up in the morning and decide things!		The Giver	Lois Lowry	https://en.wikiquote.org/w/index.php?title=The_Giver&oldid=3889227	3889227	2026-08-27T11:34:16+00:00
251	They longed for philosophy, for synthesis.		The Glass Bead Game	Hermann Hesse	https://en.wikiquote.org/w/index.php?title=The_Glass_Bead_Game&oldid=3054916	3054916	2026-08-27T11:33:47+00:00
252	In the way that you know that one day you will die, you live as though you won't.		The God of Small Things	Arundhati Roy	https://en.wikiquote.org/w/index.php?title=Arundhati_Roy&oldid=3635916	3635916	2026-08-27T11:33:51+00:00
253	It happens that every man in a bank hates what the bank does, and yet the bank does it.		The Grapes of Wrath	John Steinbeck	https://en.wikiquote.org/w/index.php?title=The_Grapes_of_Wrath&oldid=3809001	3809001	2026-08-27T11:33:28+00:00
254	It eluded us then, but that’s no matter — tomorrow we will run faster, stretch out our arms farther....		The Great Gatsby	F. Scott Fitzgerald	https://en.wikiquote.org/w/index.php?title=The_Great_Gatsby&oldid=3952643	3952643	2026-08-27T11:29:05+00:00
255	On no account allow a Vogon to read poetry at you.		The Hitchhiker's Guide to the Galaxy	Douglas Adams	https://en.wikiquote.org/w/index.php?title=The_Hitchhiker's_Guide_to_the_Galaxy&oldid=3883300	3883300	2026-08-27T11:33:25+00:00
256	In a hole in the ground there lived a hobbit.		The Hobbit	J. R. R. Tolkien	https://en.wikiquote.org/w/index.php?title=The_Hobbit&oldid=3674093	3674093	2026-08-27T11:33:25+00:00
257	The students crowded into the window, saluted them as they passed with sarcasms and ironical applause.		The Hunchback of Notre-Dame	Victor Hugo	https://en.wikiquote.org/w/index.php?title=The_Hunchback_of_Notre-Dame&oldid=3916259	3916259	2026-08-27T11:33:43+00:00
258	Even a little tedious after more than twenty years.But there are much worse games to play.		The Hunger Games	Suzanne Collins	https://en.wikiquote.org/w/index.php?title=Suzanne_Collins&oldid=3877429	3877429	2026-08-27T11:34:16+00:00
259	Laila: Tell your secrets to the wind but don't blame it for telling the trees.		The Kite Runner	Khaled Hosseini	https://en.wikiquote.org/w/index.php?title=Khaled_Hosseini&oldid=3867286	3867286	2026-08-27T11:29:10+00:00
260	I belong to an unlucky generation, astride between two worlds and ill-at-ease in both.		The Leopard	Giuseppe Tomasi di Lampedusa	https://en.wikiquote.org/w/index.php?title=The_Leopard&oldid=2853216	2853216	2026-08-27T11:33:47+00:00
